股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300084,海默科技,2017-04-28,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,9.700000,9.850000,9.600000,9.680000,43.264760,9.680000,0.005192,2861305.000000,27699221.450000,0.011588,2390230650.720000,3724532343.840000,0.000000,0.000000,287.240356,7.723616,202.935010,2.045344,9.818000,10.592000,11.439000,11.818000,11.976167,,-0.680012,-0.430245,-0.499533,,14.244505,13.864833,15.003849,金叉,11.585000,13.668229,9.501771,33.333333,19.444444,14.765384,20.967963,30.076189,0.025961,0.676234
sz300084,海默科技,2017-04-27,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,9.590000,9.760000,9.350000,9.630000,43.041285,9.630000,0.003125,3750678.000000,35996603.120000,0.015190,2377884418.020000,3705294056.940000,0.000000,0.000000,285.756677,7.683721,201.886792,2.034779,10.092000,10.840000,11.585000,11.899333,12.008167,,-0.639762,-0.367804,-0.543917,,12.292683,13.674997,9.528056,,11.748000,13.650504,9.845496,25.000000,18.055556,11.712656,19.554526,29.386116,0.042708,0.960749
sz300084,海默科技,2017-04-26,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,9.460000,9.750000,9.190000,9.600000,42.907200,9.600000,0.004184,3409549.000000,32374533.280000,0.013651,2397676281.600000,3693751084.800000,0.000000,0.000000,284.866469,7.659784,201.257862,2.028440,10.390000,11.042000,11.748000,11.980333,12.042500,,-0.573993,-0.299814,-0.548358,,11.006593,14.366154,4.287470,,11.908000,13.560480,10.255520,16.666667,18.055556,10.102795,18.755371,28.983122,0.058577,0.877348
sz300084,海默科技,2017-04-25,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,10.620000,10.620000,9.560000,9.560000,42.728420,9.560000,-0.099812,9674835.000000,95302579.600000,0.038737,2387685963.760000,3678360455.280000,0.000000,1.000000,190.776476,7.627869,107.023711,2.044439,10.742000,11.272000,11.908000,12.070667,12.075167,30日、60日均线死叉；,-0.478643,-0.231269,-0.494749,,9.699258,16.045934,-2.994096,,12.072000,13.365667,10.778333,8.333333,20.833333,8.243781,17.756800,28.461441,0.099812,2.480653
sz300084,海默科技,2017-04-24,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,11.050000,11.060000,10.540000,10.620000,47.466090,10.620000,-0.038914,1459800.000000,15670074.000000,0.005845,2652429386.520000,4086212137.560000,0.000000,0.000000,211.929516,8.473636,118.890357,2.271123,11.148000,11.540000,12.072000,12.168000,12.104500,20日、60日均线死叉；,-0.345908,-0.169426,-0.352965,,14.548886,19.219273,5.208113,,12.157500,13.276390,11.038610,16.666667,25.000000,15.172660,25.315036,34.988748,0.047059,0.599230
sz300084,海默科技,2017-04-21,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,11.100000,11.190000,11.030000,11.050000,49.387975,11.050000,-0.006295,1224700.000000,13589939.620000,0.004904,2759825303.300000,4251661404.900000,0.000000,0.000000,220.510467,8.816731,123.704185,2.363080,11.366000,11.713000,12.157500,12.224000,12.109500,,-0.279386,-0.125305,-0.308162,,19.442377,21.554466,15.218199,,12.226500,13.231303,11.221697,16.666667,29.166667,21.194729,30.075414,38.413596,0.014388,0.455940
sz300084,海默科技,2017-04-20,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,11.260000,11.270000,10.770000,11.120000,49.700840,11.120000,-0.021127,3662104.000000,40407493.780000,0.014663,2777308359.520000,4278595006.560000,0.000000,0.000000,221.907366,8.872583,124.487831,2.378050,11.588000,11.854000,12.226500,12.260667,12.103667,,-0.234197,-0.086785,-0.294824,,20.246368,22.610510,15.518084,,12.304000,13.195555,11.412445,25.000000,31.944444,22.400868,30.943728,39.009296,0.044014,0.962077
sz300084,海默科技,2017-04-19,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,11.560000,11.670000,11.020000,11.360000,50.773520,11.360000,-0.019845,3479140.000000,38908400.800000,0.013930,2837250266.560000,4370938783.680000,0.000000,0.000000,226.696733,9.064078,127.174619,2.429375,11.694000,11.983000,12.304000,12.304667,12.096000,10日、60日均线死叉；20日、30日均线死叉；,-0.180240,-0.049932,-0.260617,,20.135634,23.792582,12.821739,,12.361500,13.156547,11.566453,25.000000,34.722222,26.750269,34.031699,41.103662,0.056083,0.729182
sz300084,海默科技,2017-04-18,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,11.770000,11.890000,11.390000,11.590000,51.801505,11.590000,-0.010248,2354880.000000,27434144.880000,0.009429,2894694594.140000,4459434903.420000,0.000000,0.000000,231.286544,9.247594,129.749457,2.478561,11.802000,12.094000,12.361500,12.335000,12.084833,,-0.133186,-0.017355,-0.231663,,20.913834,25.621055,11.499391,,12.402000,13.124616,11.679384,33.333333,37.500000,31.659374,37.301777,43.235520,0.042699,0.424007
sz300084,海默科技,2017-04-17,石油行业,军工航天；核电核能；海工装备；页岩气；业绩预升；陕甘宁,甘肃,12.120000,12.150000,11.560000,11.710000,52.337845,11.710000,-0.037007,2709681.000000,31892804.800000,0.010849,2924665547.660000,4505606791.980000,0.000000,0.000000,233.681228,9.343341,131.092851,2.504224,11.932000,12.175000,12.402000,12.358667,12.080833,1日、5日均线死叉；1日、60日均线死叉；,-0.094610,0.011603,-0.212426,,24.521436,27.974666,17.614975,,12.431000,13.086946,11.775054,33.333333,38.888889,34.404495,39.098579,44.386584,0.048520,0.432933
